Ticker,Company Name,CIK,Sector,Industry,Market Cap
TAYD,TAYLOR DEVICES INC,0000096536,Industrials,Specialty Industrial Machinery,110252520
GPAC,Global Partner Acquisition Corp II,0001831979,Financial Services,Shell Companies,102891000
SZZL,Sizzle Acquisition Corp.,0001829322,Financial Services,Shell Companies,192976656
HGBL,Heritage Global Inc.,0000849145,Financial Services,Capital Markets,106296488
FTLF,"FITLIFE BRANDS, INC.",0001374328,Consumer Defensive,Packaged Foods,103725864
RVSB,RIVERVIEW BANCORP INC,0001041368,Financial Services,Banks—Regional,99010592
EBMT,"Eagle Bancorp Montana, Inc.",0001478454,Financial Services,Banks—Regional,104779312
THCP,"Thunder Bridge Capital Partners IV, Inc.",0001843993,Financial Services,Shell Companies,103403360
BRNS,Barinthus Biotherapeutics plc.,0001828185,Healthcare,Biotechnology,112712000
BWAY,Brainsway Ltd.,0001505065,Healthcare,Medical Devices,104641072
VIGL,"Vigil Neuroscience, Inc.",0001827087,Healthcare,Biotechnology,123238864
SWZ,"SWISS HELVETIA FUND, INC.",0000813623,Financial Services,Asset Management,102625232
SPKL,Spark I Acquisition Corp,0001884046,Financial Services,Shell Companies,168162304
MYO,"MYOMO, INC.",0001369290,Healthcare,Medical Devices,82496384
FNWD,Finward Bancorp,0000919864,Financial Services,Banks—Regional,99860424
WPRT,WESTPORT FUEL SYSTEMS INC.,0001370416,Consumer Cyclical,Auto Parts,107648888
CRT,CROSS TIMBERS ROYALTY TRUST,0000881787,Energy,Oil & Gas E&P,104400000
SKIL,Skillsoft Corp.,0001774675,Consumer Defensive,Education & Training Services,97105016
AREC,American Resources Corp,0001590715,Basic Materials,Coking Coal,111923672
MGRM,MONOGRAM ORTHOPAEDICS INC,0001769759,Healthcare,Medical Devices,79696896
RGC,Regencell Bioscience Holdings Ltd,0001829667,Healthcare,Drug Manufacturers—Specialty & Generic,91871072
GALT,GALECTIN THERAPEUTICS INC,0001133416,Healthcare,Biotechnology,116894040
YCQH,YCQH Agricultural Technology Co. Ltd,0001794276,Basic Materials,Agricultural Inputs,101400000
FNVT,Finnovate Acquisition Corp.,0001857855,Financial Services,Shell Companies,101488720
STRT,STRATTEC SECURITY CORP,0000933034,Consumer Cyclical,Auto Parts,101689248
LVPA,LVPAI GROUP Ltd,0000831378,Financial Services,Shell Companies,101104032
DCTH,"DELCATH SYSTEMS, INC.",0000872912,Healthcare,Medical Devices,91932240
LUXH,LUXURBAN HOTELS INC.,0001893311,Consumer Cyclical,Lodging,86196704
FEIM,FREQUENCY ELECTRONICS INC,0000039020,Technology,Communication Equipment,99897600
CSBB,"CSB Bancorp, Inc.",0000880417,Financial Services,Banks—Regional,101778112
FTII,FutureTech II Acquisition Corp.,0001889450,Financial Services,Shell Companies,101543904
NB,NIOCORP DEVELOPMENTS LTD,0001512228,Basic Materials,Other Industrial Metals & Mining,80305648
HIGR,Hi-Great Group Holding Co,0001807616,Consumer Defensive,Packaged Foods,100000040
BCOV,BRIGHTCOVE INC,0001313275,Technology,Software—Application,96982288
PXPC,Phoenix Plus Corp.,0001785493,Technology,Solar,45769400
MHH,"Mastech Digital, Inc.",0001437226,Industrials,Staffing & Employment Services,101950296
SCX,STARRETT L S CO,0000093676,Industrials,Tools & Accessories,69684296
ACNT,ASCENT INDUSTRIES CO.,0000095953,Basic Materials,Steel,105203952
GGZ,Gabelli Global Small & Mid Cap Value Trust,0001585855,Financial Services,Asset Management,99653808
RBKB,"Rhinebeck Bancorp, Inc.",0001751783,Financial Services,Banks—Regional,94227832
SFBC,"Sound Financial Bancorp, Inc.",0001541119,Financial Services,Banks—Regional,102257640
MPTI,"M-tron Industries, Inc.",0001902314,Technology,Electronic Components,103708392
PCM,"PCM FUND, INC.",0000908187,Financial Services,Asset Management,97480504
ATMV,AlphaVest Acquisition Corp.,0001937891,Financial Services,Shell Companies,99516624
NMT,NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND,0000897419,Financial Services,Asset Management,98467992
WGS,GeneDx Holdings Corp.,0001818331,Healthcare,Health Information Services,201654864
PROV,PROVIDENT FINANCIAL HOLDINGS INC,0001010470,Financial Services,Banks—Regional,98705472
MARX,Mars Acquisition Corp.,0001892922,Financial Services,Shell Companies,47642028
CTMX,"CytomX Therapeutics, Inc.",0001501989,Healthcare,Biotechnology,172161472
BRID,BRIDGFORD FOODS CORP,0000014177,Consumer Defensive,Packaged Foods,94489800
CNGL,Canna-Global Acquisition Corp,0001867443,Financial Services,Shell Companies,99491416
CTXR,"Citius Pharmaceuticals, Inc.",0001506251,Healthcare,Biotechnology,125955520
GAMC,Golden Arrow Merger Corp.,0001841125,Financial Services,Shell Companies,98731232
AWCA,"Awaysis Capital, Inc.",0001021917,Real Estate,Real Estate Services,187386944
TENK,TenX Keane Acquisition,0001851484,Financial Services,Shell Companies,98351000
PWUP,PowerUp Acquisition Corp.,0001847345,Financial Services,Shell Companies,99083360
LATG,Chenghe Acquisition I Co.,0001868269,Financial Services,Shell Companies,80548944
CAAS,CHINA AUTOMOTIVE SYSTEMS INC,0001157762,Consumer Cyclical,Auto Parts,97197952
GDL,GDL FUND,0001378701,Financial Services,Asset Management,96298608
ZJYL,Jin Medical International Ltd.,0001837821,Healthcare,Medical Instruments & Supplies,945543936
IRME,"IR-Med, Inc.",0001839133,Healthcare,Medical Devices,104187056
ASFH,ASIAFIN HOLDINGS CORP.,0001828748,Industrials,Specialty Business Services,97862160
CRVS,"Corvus Pharmaceuticals, Inc.",0001626971,Healthcare,Biotechnology,113033976
SANG,Sangoma Technologies Corp,0001753368,Technology,Software—Infrastructure,133579488
HMNF,HMN FINANCIAL INC,0000921183,Financial Services,Banks—Regional,88712208
PMGM,Priveterra Acquisition Corp. II,0001821606,Financial Services,Shell Companies,97218000
KSM,DWS STRATEGIC MUNICIPAL INCOME TRUST,0000846596,Financial Services,Asset Management,96831528
XNET,Xunlei Ltd,0001510593,Communication Services,Advertising Agencies,98628520
QDRO,Quadro Acquisition One Corp.,0001825962,Financial Services,Shell Companies,96691664
COYA,"Coya Therapeutics, Inc.",0001835022,Healthcare,Biotechnology,137426560
IZM,ICZOOM Group Inc.,0001854572,Technology,Electronics & Computer Distribution,83998624
SGMO,"SANGAMO THERAPEUTICS, INC",0001001233,Healthcare,Biotechnology,189761312
TRVI,"Trevi Therapeutics, Inc.",0001563880,Healthcare,Biotechnology,183271312
KVHI,KVH INDUSTRIES INC \DE\,0001007587,Technology,Communication Equipment,95798760
IFRX,InflaRx N.V.,0001708688,Healthcare,Biotechnology,100690448
KRMD,"KORU Medical Systems, Inc.",0000704440,Healthcare,Medical Instruments & Supplies,98499760
BOWN,Bowen Acquisition Corp,0001973056,Financial Services,Shell Companies,95184936
FKYS,FIRST KEYSTONE CORP,0000737875,Financial Services,Banks—Regional,91367400
BLAC,Bellevue Life Sciences Acquisition Corp.,0001840425,Financial Services,Shell Companies,95983000
BFGX,"BANGFU TECHNOLOGY GROUP CO., LTD.",0001741257,Financial Services,Shell Companies,95406000
CHMI,Cherry Hill Mortgage Investment Corp,0001571776,Real Estate,REIT—Mortgage,95030288
UTGN,UTG INC,0000832480,Financial Services,Insurance—Life,94935136
CGO,CALAMOS GLOBAL TOTAL RETURN FUND,0001285650,Financial Services,Asset Management,95409888
GIA,"GigCapital5, Inc.",0001844505,Financial Services,Shell Companies,90818120
CCIF,Carlyle Credit Income Fund,0001517767,Financial Services,Asset Management,93041048
RWOD,Redwoods Acquisition Corp.,0001907223,Financial Services,Shell Companies,95849088
NPFC,Newpoint Financial Corp,0001445831,Financial Services,Shell Companies,94811800
SOL,Emeren Group Ltd,0001417892,Technology,Solar,128883376
IHD,Voya Emerging Markets High Dividend Equity Fund,0001496292,Financial Services,Asset Management,94196832
TBMC,Trailblazer Merger Corp I,0001934945,Financial Services,Shell Companies,94975336
ESAC,ESGEN Acquisition Corp,0001865506,Financial Services,Shell Companies,95631528
CHN,CHINA FUND INC,0000845379,Financial Services,Asset Management,96309736
GODN,Golden Star Acquisition Corp,0001895144,Financial Services,Shell Companies,94232600
NMI,NUVEEN MUNICIPAL INCOME FUND INC,0000830271,Financial Services,Asset Management,92570632
CMTV,COMMUNITY BANCORP /VT,0000718413,Financial Services,Banks—Regional,93721840
HNW,"Pioneer Diversified High Income Fund, Inc.",0001388126,Financial Services,Asset Management,93557688
HSPO,Horizon Space Acquisition I Corp.,0001946021,Financial Services,Shell Companies,93398080
VNRX,VOLITIONRX LTD,0000093314,Healthcare,Diagnostics & Research,77867568
WIMI,WiMi Hologram Cloud Inc.,0001770088,Communication Services,Advertising Agencies,99636160
OSI,Osiris Acquisition Corp.,0001832136,Financial Services,Shell Companies,94378736
WEL,Integrated Wellness Acquisition Corp,0001877557,Financial Services,Shell Companies,93574176
ACHV,"ACHIEVE LIFE SCIENCES, INC.",0000949858,Healthcare,Biotechnology,94822784
FCAP,FIRST CAPITAL INC,0001070296,Financial Services,Banks—Regional,92143152
PRPH,"ProPhase Labs, Inc.",0000868278,Healthcare,Diagnostics & Research,88240048
PFX,PhenixFIN Corp,0001490349,Financial Services,Asset Management,93731696
LOMLF,Lion One Metals Ltd.,0001509397,Basic Materials,Gold,79539752
QNBC,QNB CORP,0000750558,Financial Services,Banks—Regional,88284552
TRX,TRX GOLD Corp,0001173643,Basic Materials,Gold,92006816
EARN,Ellington Residential Mortgage REIT,0001560672,Real Estate,REIT—Mortgage,96094400
JLS,Nuveen Mortgage & Income Fund/MA/,0001472215,Financial Services,Asset Management,95129064
PLBY,"PLBY Group, Inc.",0001803914,Consumer Cyclical,Leisure,72025104
AUID,authID Inc.,0001534154,Technology,Software—Infrastructure,88640536
SSSS,SURO CAPITAL CORP.,0001509470,Financial Services,Asset Management,109019192
RSSS,"Research Solutions, Inc.",0001386301,Technology,Software—Application,101296440
BITE,Bite Acquisition Corp.,0001831270,Financial Services,Shell Companies,85992472
KANP,KAANAPALI LAND LLC,0001230058,Real Estate,Real Estate—Development,94112288
GLAC,Global Lights Acquisition Corp,0001897971,Financial Services,Shell Companies,91230872
FOTB,"FIRST OTTAWA BANCSHARES, INC",0001099668,Financial Services,Banks—Regional,91272096
NXG,NXG NextGen Infrastructure Income Fund,0001506488,Financial Services,Asset Management,90851976
BLEU,bleuacacia ltd,0001843370,Financial Services,Shell Companies,90355128
SOTK,SONO TEK CORP,0000806172,Technology,Scientific & Technical Instruments,86900904
ALTU,Altitude Acquisition Corp.,0001822366,Financial Services,Shell Companies,90820096
SUP,SUPERIOR INDUSTRIES INTERNATIONAL INC,0000095552,Consumer Cyclical,Auto Parts,95510760
PMVP,"PMV Pharmaceuticals, Inc.",0001699382,Healthcare,Biotechnology,93106832
VNJA,VANJIA CORP,0001532383,Consumer Cyclical,Residential Construction,90000000
EMCG,Embrace Change Acquisition Corp.,0001869601,Financial Services,Shell Companies,90006728
BCV,BANCROFT FUND LTD,0000009521,Financial Services,Asset Management,89343696
MPU,Mega Matrix Corp.,0001036848,Industrials,Rental & Leasing Services,104290328
PSBQ,PSB HOLDINGS INC /WI/,0000948368,Financial Services,Banks—Regional,87417888
EAC,Edify Acquisition Corp.,0001832765,Financial Services,Shell Companies,89398568
GLLI,GLOBALINK INVESTMENT INC.,0001888734,Financial Services,Shell Companies,88924936
SCOR,"COMSCORE, INC.",0001158172,Communication Services,Internet Content & Information,95103200
NGLD,Nevada Canyon Gold Corp.,0001605481,Basic Materials,Gold,53178988
HRBR,"HARBOR DIVERSIFIED, INC.",0000899394,Industrials,Airlines,90104352
MAYS,MAYS J W INC,0000054187,Real Estate,Real Estate Services,86678736
AACI,Armada Acquisition Corp. I,0001844817,Financial Services,Shell Companies,88720616
ARYD,ARYA Sciences Acquisition Corp IV,0001838821,Financial Services,Shell Companies,88706816
VGI,Virtus Global Multi-Sector Income Fund,0001528811,Financial Services,Asset Management,85662792
VFF,"Village Farms International, Inc.",0001584549,Consumer Defensive,Farm Products,79372080
WRAC,Williams Rowland Acquisition Corp.,0001855168,Financial Services,Shell Companies,88230536
OMEX,ODYSSEY MARINE EXPLORATION INC,0000798528,Industrials,Specialty Business Services,92325856
ONYX,Onyx Acquisition Co. I,0001849548,Financial Services,Shell Companies,88591872
HFUS,Hartford Great Health Corp.,0001482554,Consumer Cyclical,Lodging,88095040
MKTW,"MARKETWISE, INC.",0001805651,Technology,Software—Application,70856792
LPTX,"LEAP THERAPEUTICS, INC.",0001509745,Healthcare,Biotechnology,73117040
ELMD,"Electromed, Inc.",0001488917,Healthcare,Medical Devices,133122912
CLSD,"Clearside Biomedical, Inc.",0001539029,Healthcare,Biotechnology,105356752
NRAC,NORTHERN REVIVAL ACQUISITION Corp,0001831964,Financial Services,Shell Companies,87504616
VAXX,"Vaxxinity, Inc.",0001851657,Healthcare,Biotechnology,102246000
ZENV,Zenvia Inc.,0001836934,Technology,Software—Application,92355904
ACRG,"American Clean Resources Group, Inc.",0000773717,Basic Materials,Other Precious Metals & Mining,137699536
DERM,Journey Medical Corp,0001867066,Healthcare,Drug Manufacturers—Specialty & Generic,67370576
TMTC,TMT Acquisition Corp.,0001879851,Financial Services,Shell Companies,86853800
BUUZ,"CalEthos, Inc.",0001174891,Financial Services,Shell Companies,86973600
ENBP,ENB Financial Corp,0001437479,Financial Services,Banks—Regional,81729632
APYX,Apyx Medical Corp,0000719135,Healthcare,Medical Devices,74137952
OPOF,OLD POINT FINANCIAL CORP,0000740971,Financial Services,Banks—Regional,84421672
MMLP,MARTIN MIDSTREAM PARTNERS L.P.,0001176334,Energy,Oil & Gas Midstream,91457584
BBUZ,"Engage Mobility, Inc.",0001547521,Communication Services,Internet Content & Information,71861096
OCFT,"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD.",0001780531,Technology,Software—Application,91258592
ONCY,ONCOLYTICS BIOTECH INC,0001129928,Healthcare,Biotechnology,75501312
USCT,Roth CH Acquisition Co.,0001860514,Financial Services,Shell Companies,86719032
STI,Solidion Technology Inc.,0001881551,Industrials,Electrical Equipment & Parts,48713752
VOXR,VOX ROYALTY CORP.,0001907909,Basic Materials,Other Precious Metals & Mining,91776144
IVCP,Swiftmerge Acquisition Corp.,0001845123,Financial Services,Shell Companies,86197416
ACAB,Atlantic Coastal Acquisition Corp. II,0001893219,Financial Services,Shell Companies,87309392
CTCX,Carmell Corp,0001842939,Healthcare,Biotechnology,73131744
ELUT,ELUTIA INC.,0001708527,Healthcare,Medical Devices,83108448
SRBK,"SR Bancorp, Inc.",0001951276,Financial Services,Banks—Regional,89490536
GLST,Global Star Acquisition Inc.,0001922331,Financial Services,Shell Companies,85770744
CARM,Carisma Therapeutics Inc.,0001485003,Healthcare,Biotechnology,101295568
CBAT,"CBAK Energy Technology, Inc.",0001117171,Industrials,Electrical Equipment & Parts,87536384
SPGX,Sustainable Projects Group Inc.,0001500305,Industrials,Conglomerates,85851024
XFIN,ExcelFin Acquisition Corp.,0001852749,Financial Services,Shell Companies,86313856
SYT,"SYLA Technologies Co., Ltd.",0001946216,Technology,Software—Application,86268728
FORA,Forian Inc.,0001829280,Healthcare,Health Information Services,96643560
FTK,FLOTEK INDUSTRIES INC/CN/,0000928054,Energy,Oil & Gas Equipment & Services,87060320
IMAQ,International Media Acquisition Corp.,0001846235,Financial Services,Shell Companies,85153904
FEAM,"5E Advanced Materials, Inc.",0001888654,Basic Materials,Specialty Chemicals,126571600
BNR,Burning Rock Biotech Ltd,0001792267,Healthcare,Diagnostics & Research,87171072
DTI,Drilling Tools International Corp,0001884516,Energy,Oil & Gas Equipment & Services,89901168
PNI,PIMCO NEW YORK MUNICIPAL INCOME FUND II,0001170311,Financial Services,Asset Management,84740040
NXC,NUVEEN CALIFORNIA SELECT TAX FREE INCOME PORTFOLIO,0000885732,Financial Services,Asset Management,83091376
GRAM,Gold Flora Corp.,0001876945,Consumer Defensive,Tobacco,96977056
EBS,Emergent BioSolutions Inc.,0001367644,Healthcare,Drug Manufacturers—Specialty & Generic,167846032
PGP,PIMCO Global StocksPLUS & Income Fund,0001318025,Financial Services,Asset Management,85707720
SRFM,SURF AIR MOBILITY INC.,0001936224,Industrials,Airlines,76940208
BHAC,Focus Impact BH3 Acquisition Co,0001851612,Financial Services,Shell Companies,84328832
DUET,DUET Acquisition Corp.,0001890671,Financial Services,Shell Companies,84288080
LTRPA,"Liberty TripAdvisor Holdings, Inc.",0001606745,Communication Services,Internet Content & Information,144378304
NA,Nano Labs Ltd,0001872302,Technology,Semiconductors,141032800
NUTX,"Nutex Health, Inc.",0001479681,Healthcare,Health Information Services,82422664
CMU,MFS HIGH YIELD MUNICIPAL TRUST,0000809844,Financial Services,Asset Management,83233992
EZOO,Ezagoo Ltd,0001752372,Communication Services,Advertising Agencies,119957000
CELU,Celularity Inc,0001752828,Healthcare,Biotechnology,85415448
ACRV,"Acrivon Therapeutics, Inc.",0001781174,Healthcare,Biotechnology,104646128
ATRA,"Atara Biotherapeutics, Inc.",0001604464,Healthcare,Biotechnology,77837832
BLRX,BioLineRx Ltd.,0001498403,Healthcare,Biotechnology,94247136
TPST,"Tempest Therapeutics, Inc.",0001544227,Healthcare,Biotechnology,71983728
FICV,Frontier Investment Corp,0001855693,Financial Services,Shell Companies,82827928
ACRS,"Aclaris Therapeutics, Inc.",0001557746,Healthcare,Diagnostics & Research,86846248
ACR,ACRES Commercial Realty Corp.,0001332551,Real Estate,REIT—Mortgage,91907264
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",0001780201,Consumer Cyclical,Apparel Retail,80947200
KEQU,KEWAUNEE SCIENTIFIC CORP /DE/,0000055529,Consumer Cyclical,"Furnishings, Fixtures & Appliances",82987760
FFMGF,First Mining Gold Corp.,0001641229,Basic Materials,Gold,69040432
TPZ,TORTOISE POWER & ENERGY INFRASTRUCTURE FUND INC,0001408201,Financial Services,Asset Management,85643072
OCAX,OCA Acquisition Corp.,0001820175,Financial Services,Shell Companies,82798304
TBNK,Territorial Bancorp Inc.,0001447051,Financial Services,Banks—Regional,80883520
